"age","gender","city","event_freq","travel_willingness","importance_meet_people","age_connect","gender_connect","maintain_contact","wish_maintain_contact","event_category","Municipality","region","neighbors","ID","Latitude","Longitude"
23,"male",8200,"rarely","neighbouring","4","same","male","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_107",56.3077115211207,10.27189590286
22,"female",4600,"once a month","region","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Business, Education, Sports & Fitness, Travel & Outdoor","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_108",55.422514040831,12.1395682868264
22,"female",8000,"once a week","neighbouring","3","younger","male, genderqueer","sometimes","sometimes","Food & Drink, Health","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_109",56.0408686626669,10.0684157779955
23,"female",8200,"once a week","in_city","3","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_110",56.297160614024,10.2112917312725
24,"female",9000,"once a month","region","4","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_111",57.0696236797665,10.2155373400841
22,"genderqueer",8000,"once a month","region","5","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts, Spirituality","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_112",56.185772048778,10.0219935454334
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_113",56.6821016834976,8.83298017233622
26,"female",8000,"multiple times a week","neighbouring","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_114",56.1559408962059,10.0070266172723
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_115",55.3571969613204,12.1871494258022
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_116",56.0867782603074,10.1719303200631
26,"male",9000,"once a week","anywhere","4","same","male","sometimes","sometimes","Food & Drink, Music, Business, Education, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_117",57.0614882316955,10.1678032746054
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_118",55.6889330641281,12.5082481973521
22,"female",9000,"once a week","anywhere","3","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_119",57.0684530494921,10.1445568760562
24,"male",8381,"once a month","anywhere","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Samsø","Midtjylland","","PER_120",55.8430742721793,10.5502268483651
23,"male",4681,"once a week","anywhere","2","same","female, male","sometimes","sometimes","Food & Drink, Health, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Stevns","Sjælland","Faxe, Køge","PER_121",55.3330100967812,12.2445960110892
23,"female",8240,"once a month","neighbouring","2","same","female","sometimes","sometimes","Food & Drink, Health, Music, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_122",56.2331563969691,10.2113705573436
25,"female",8200,"once a week","neighbouring","5","same","female","never","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_123",56.2783117888382,10.1529042051632
23,"female",8210,"once a week","in_city","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_124",56.2599366757022,10.2205317911012
20,"male",8200,"once a month","in_city","2","older","female, male","never","always","Food & Drink, Charity, Education, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_125",56.2707977876691,10.2786103363212
22,"female",8000,"once a week","neighbouring","3","younger","male, genderqueer","sometimes","sometimes","Food & Drink, Health","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_126",56.2794977703741,10.1478582077531
22,"female",9000,"rarely","region","5","same","female, male","sometimes","never","Food & Drink, Music, Film & Media, Sports & Fitness","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_127",57.0402320918164,9.94513796753736
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Performing and Visual Arts, Spirituality","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_128",55.9487655390642,12.0569446922526
22,"genderqueer",8000,"once a month","region","5","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts, Spirituality","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_129",56.2192006642616,10.0819487914734
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_130",56.6048965496371,8.93259898128886
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_131",55.4212882497512,11.96840787399
24,"female",2650,"rarely","anywhere","3","older","female","never","sometimes","Food & Drink, Charity, Film & Media, Travel & Outdoor","Hvidovre","Hovedstaden","Brøndby, København, Rødovre, Tårnby","PER_132",55.6404140356332,12.4285551182175
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_133",56.1743153958202,10.1471297926597
60,"male",4660,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Food & Drink, Education, Science & Tech, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_134",55.3977070783058,12.2731562516871
23,"female",8000,"once a month","in_city","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_135",56.2773776196366,10.3546225740451
23,"male",8200,"rarely","neighbouring","4","same","male","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_136",56.0439249885402,10.1958839977464
25,"female",8200,"once a week","neighbouring","5","same","female","never","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_137",56.252152186333,10.3436922279594
23,"male",8200,"rarely","neighbouring","4","same","male","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_138",56.1929741120776,10.1055674118879
22,"female",4000,"once a week","region","2","same","female, male","sometimes","always","Food & Drink, Health, Music, Business, Sports & Fitness, Travel & Outdoor","Roskilde","Sjælland","Egedal, Frederikssund, Høje Taastrup, Greve, Køge, Lejre, Solrød","PER_139",55.6351819330902,12.0558750980846
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_140",56.2076274752857,10.1488394256629
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_141",55.6871055135915,12.5049446475274
25,"female",8200,"once a week","neighbouring","5","same","female","never","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_142",56.2229396129972,10.2393324954235
23,"female",8000,"once a month","in_city","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_143",56.1655048524494,10.0884862018117
24,"female",8000,"once a month","anywhere","5","same","female","never","never","Food & Drink, Music, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_144",56.1020969062334,10.0621386933811
21,"female",8200,"once a month","anywhere","5","same","female, genderqueer","sometimes","sometimes","Health, Music, Charity, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_145",56.211706011274,10.1016034299406
19,"female",8000,"multiple times a week","neighbouring","4","same","female","sometimes","always","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_146",56.0367571256416,10.1025348263412
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_147",57.0418491840001,10.1923012981868
51,"female",4690,"rarely","anywhere","5","same","female, male","never","never","Food & Drink, Music, Film & Media, Travel & Outdoor","Faxe","Sjælland","Køge, Næstved, Ringsted, Stevns","PER_148",55.2824579099707,12.2605553946637
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_149",57.020165163341,10.2467682344871
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_150",55.3630873946236,12.1126031552605
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_151",55.3790909471661,12.1077026241321
21,"female",8000,"once a month","in_city","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_152",56.0068323013012,10.0526487797642
57,"female",7321,"once a week","anywhere","1","same","female, male","sometimes","sometimes","Health, Business, Charity, Education, Spirituality, Science & Tech, Travel & Outdoor","Billund","Syddanmark","Herning, Ikast-Brande, Ringkøbing-Skjern, Varde, Vejen, Vejle","PER_153",55.6513082796763,9.10200353643724
23,"male",1310,"once a month","neighbouring","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor","København","Hovedstaden","Frederiksberg, Gentofte, Gladsaxe, Herlev, Hvidovre, Rødovre, Tårnby","PER_154",55.6559476451834,12.5367979255816
23,"female",8000,"once a month","in_city","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_155",56.2694817404867,10.2716844555478
21,"female",8000,"once a month","neighbouring","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_156",56.0262808441676,10.1894137019824
21,"female",8000,"once a month","neighbouring","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_157",56.1063077778222,10.0343153513075
23,"female",8240,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_158",56.1884030224267,10.2047187231102
22,"female",8000,"once a week","neighbouring","3","younger","male, genderqueer","sometimes","sometimes","Food & Drink, Health","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_159",56.1078353478943,10.21092935108
23,"female",8000,"once a month","anywhere","5","older","female, male","never","never","Food & Drink, Music, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_160",56.1401347454055,10.0542075684052
23,"female",8000,"once a week","in_city","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_161",56.198780856567,10.1092773624452
21,"female",8000,"once a month","in_city","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_162",56.2535795956836,10.1806486972391
20,"female",8200,"once a month","in_city","4","same","female, genderqueer","sometimes","always","Food & Drink, Music, Education, Film & Media, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_163",56.130179808874,10.0749736454581
22,"female",5260,"rarely","anywhere","3","same","female","sometimes","always","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Odense","Syddanmark","Assens, Faaborg-Midtfyn, Kerteminde, Nordfyns","PER_164",55.4053270106632,10.3073726482938
23,"female",8000,"once a month","in_city","4","same","female","never","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_165",56.0404610968355,10.1809387305351
19,"female",8000,"multiple times a week","neighbouring","4","same","female","sometimes","always","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_166",56.1915965930396,10.0235073001407
22,"female",8000,"once a week","neighbouring","3","younger","male, genderqueer","sometimes","sometimes","Food & Drink, Health","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_167",56.0496611960001,10.1905558367291
18,"female",8200,"once a week","in_city","3","same","female","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_168",56.1133981575516,10.1587484517588
25,"female",8200,"once a week","neighbouring","5","same","female","never","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_169",56.2684066172756,10.3325621447234
22,"female",8520,"once a month","anywhere","5","same","female, genderqueer, other","sometimes","sometimes","Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Norddjurs","Midtjylland","Randers, Syddjurs","PER_170",56.3345226689913,10.8800267385365
60,"male",4660,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Food & Drink, Education, Science & Tech, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_171",55.3424637821149,12.2722034372069
22,"female",9000,"once a week","anywhere","3","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_172",56.898397234013,9.59491339179478
60,"male",4660,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Food & Drink, Education, Science & Tech, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_173",55.3326830676346,12.296829422027
20,"female",8260,"once a week","anywhere","4","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_174",56.0619109562946,10.1645002547724
24,"female",8000,"once a month","anywhere","5","same","female","never","never","Food & Drink, Music, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_175",56.171543986769,10.2193827546139
22,"female",9000,"rarely","region","5","same","female, male","sometimes","never","Food & Drink, Music, Film & Media, Sports & Fitness","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_176",56.8834392691983,10.2139024600883
26,"male",9000,"once a week","anywhere","2","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_177",57.0940710402897,10.2170673239475
23,"female",8000,"once a month","in_city","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_178",56.1437696345374,10.1172913778276
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_179",55.6883975596586,12.5332427845906
24,"female",2300,"once a month","region","5","same","female","sometimes","sometimes","Health, Charity, Education, Science & Tech","Frederiksberg","Hovedstaden","København","PER_180",55.6771600982768,12.5502829180701
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_181",55.3401323083838,12.30266121891
20,"female",8200,"once a month","in_city","4","same","female, genderqueer","sometimes","always","Food & Drink, Music, Education, Film & Media, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_182",56.203540820815,10.0287955700016
22,"male",8000,"once a month","neighbouring","3","older","female","never","sometimes","Food & Drink, Health, Music, Business, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_183",56.2623729163061,10.3437991155975
20,"male",8200,"once a month","in_city","2","older","female, male","never","always","Food & Drink, Charity, Education, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_184",56.1037315344284,10.0892343848823
22,"female",8000,"once a week","neighbouring","3","younger","male, genderqueer","sometimes","sometimes","Food & Drink, Health","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_185",56.0933178014695,10.075384062011
23,"female",8000,"once a month","in_city","4","same","female","never","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_186",56.2095199344716,10.1459782731478
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_187",56.959411207323,9.47105178603461
22,"female",9000,"once a week","anywhere","3","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_188",56.8899138952562,10.13723649019
25,"female",8200,"once a week","neighbouring","5","same","female","never","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_189",56.06275063004,10.2048892096555
22,"genderqueer",8000,"once a month","region","5","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts, Spirituality","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_190",56.1019078933214,10.2375588074704
23,"female",8000,"once a month","anywhere","5","older","female, male","never","never","Food & Drink, Music, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_191",56.0874572642402,10.2472225225424
22,"female",9000,"once a month","neighbouring","5","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_192",56.9282723169102,9.87176228673776
24,"female",9000,"once a month","region","4","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_193",56.9691984371477,10.0606004499484
26,"male",9000,"once a week","anywhere","4","same","male","sometimes","sometimes","Food & Drink, Music, Business, Education, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_194",56.8810396156837,9.54234273519067
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_195",55.3529311327853,12.1497468851722
23,"male",1310,"once a month","neighbouring","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor","København","Hovedstaden","Frederiksberg, Gentofte, Gladsaxe, Herlev, Hvidovre, Rødovre, Tårnby","PER_196",55.6843866492204,12.5775111784308
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_197",56.980921971061,9.79588109899788
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_198",56.2063518613516,10.211690973393
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Performing and Visual Arts, Spirituality","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_199",55.9048451018428,12.0472734818945
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_200",56.6315524712561,8.85496963762218
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_201",56.2775976618648,10.1955128564202
57,"female",7321,"once a week","anywhere","1","same","female, male","sometimes","sometimes","Health, Business, Charity, Education, Spirituality, Science & Tech, Travel & Outdoor","Billund","Syddanmark","Herning, Ikast-Brande, Ringkøbing-Skjern, Varde, Vejen, Vejle","PER_202",55.7549575701474,8.98551674090342
57,"female",7321,"once a week","anywhere","1","same","female, male","sometimes","sometimes","Health, Business, Charity, Education, Spirituality, Science & Tech, Travel & Outdoor","Billund","Syddanmark","Herning, Ikast-Brande, Ringkøbing-Skjern, Varde, Vejen, Vejle","PER_203",55.7554516495535,9.10630121236436
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_204",56.6510948719018,9.00226314116235
25,"male",8200,"once a month","anywhere","5","same","male","sometimes","sometimes","Food & Drink, Film & Media, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_205",56.1788429100083,10.0939435489113
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_206",56.1477224344177,10.1201531246051
21,"female",8000,"once a month","neighbouring","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_207",56.0631502501616,10.1072834459191
26,"male",9000,"once a week","anywhere","4","same","male","sometimes","sometimes","Food & Drink, Music, Business, Education, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_208",57.0014870491826,9.83795976687798
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_209",56.9283353829728,9.98705015475455
23,"male",8200,"rarely","neighbouring","4","same","male","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_210",56.1161575567661,9.98468478455144
23,"female",8240,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_211",56.3066172131691,10.1520055703111
